delta_t,n_counties,above29_base,above29_warm,above29_delta,yhat_base,yhat_warm,delta_bu,pct_unweighted,yhat_base_Ac,yhat_warm_Ac,pct_Ac_weighted,worse_off_pct,better_off_pct
2.0,2644,26.48737359303093,41.1996316801906,14.71225808715967,131.55805046502982,120.00217333457174,-11.555877130458065,-8.783861641009796,136.4976217715357,123.527170974257,-9.502327314528694,76.09682299546142,23.903177004538577
