방법,적합도,LP상한대비_갭_pct,실현가능,옥수수면적_pct,전환면적_pct,회복률_pct,초
GA,305676494843.5835,0.0002111894718615711,True,40.00220414198831,11.129397211004166,15.923256526762913,34.66957890003687
SA,305674531682.48865,0.0008534230037082524,True,40.08927485153208,11.209374496227017,15.983412645537934,9.130662199982908
