D_corn(면적%),제약 비구속,GA F,LP 상한,갭(%),실현가능,옥수수면적(%),전환면적(%),회복률(%),GA 초
20.0,True,305687468621.912,305687468621.912,0.0,True,39.43713468268522,11.196178503187689,15.988197370238685,30.815653699974064
30.0,True,305687468621.912,305687468621.912,0.0,True,39.43713468268522,11.196178503187689,15.988197370238685,20.17643140000291
40.0,False,305676494843.5835,305677140401.5219,0.0002111894718615711,True,40.00220414198831,11.129397211004166,15.923256526762913,43.6149221000378
50.0,False,302820649198.136,302822796192.84534,0.0007089937535558995,True,50.00064411300021,10.676084184373202,12.238603627649624,54.98687580000842
60.0,False,295760074181.64557,295761170856.75183,0.00037079752662778296,True,60.00047067536405,16.197214236007564,8.314872162205889,79.61992749996716
